secFrom	langTo	prob	isTranslation
Примечания	脚注	0.9950231313705444	False
Примечания	参考文献	0.9943165183067322	False
Примечания	出典	0.9882670044898987	False
Примечания	脚注・出典	0.9774213433265686	False
Примечания	参照	0.9756112694740295	False
Примечания	出典・脚注	0.9705051779747009	False
Примечания	関連項目	0.9694361686706543	False
Примечания	注釈	0.9589640498161316	False
Примечания	外部リンク	0.9503018260002136	False
Примечания	註	0.9298792481422424	False
Ссылки	脚注	0.9959511756896973	False
Ссылки	出典	0.9950089454650879	False
Ссылки	参考文献	0.9933788776397705	True
Ссылки	脚注・出典	0.9922795295715332	False
Ссылки	外部リンク	0.9910985827445984	False
Ссылки	参照	0.9882484674453735	False
Ссылки	注釈	0.9853734970092773	False
Ссылки	出典・脚注	0.9777646660804749	False
Ссылки	関連項目	0.9766592383384705	False
Ссылки	脚註	0.9739387035369873	False
Литература	脚注	0.9931440353393555	False
Литература	出典	0.99189692735672	False
Литература	参考文献	0.9877682328224182	False
Литература	参照	0.9830092787742615	False
Литература	注釈	0.9749016761779785	False
Литература	出典・脚注	0.9572895765304565	False
Литература	関連項目	0.9552544355392456	False
Литература	参考資料	0.9316074252128601	False
Литература	注釈・出典	0.928886353969574	False
Литература	注・出典	0.9287832975387573	False
Биография	略歴	0.9771222472190857	False
Биография	来歴	0.9771222472190857	False
Биография	経歴	0.9770700931549072	False
Биография	生い立ち	0.9695377349853516	False
Биография	生涯	0.9630399942398071	True
Биография	来歴・人物	0.9625329971313477	False
Биография	プロフィール	0.9553869366645813	False
Биография	所属クラブ	0.9543589353561401	False
Биография	個人成績	0.9421945810317993	False
Биография	人物・来歴	0.9387505054473877	False
См. также	参照	0.9891753792762756	False
См. также	関連項目	0.9876813888549805	True
См. также	脚注	0.970914363861084	False
См. также	出典	0.966257631778717	False
См. также	参考文献	0.9654190540313721	False
См. также	出典・脚注	0.9630894064903259	False
См. также	参照項目	0.9449474215507507	False
См. также	関連	0.9239272475242615	False
См. также	注釈	0.9122042059898376	False
См. также	死去	0.9031596183776855	False
История	過去の成績	0.9527198672294617	False
История	歴史	0.9436384439468384	True
История	沿革	0.8707926869392395	False
История	艦歴	0.843195915222168	False
История	概要	0.8320351839065552	False
История	成績	0.7202455997467041	False
История	経緯	0.6568910479545593	False
История	来歴	0.6401109099388123	False
История	地理	0.6079989671707153	False
История	ワールドカップの成績	0.5772423148155212	False
География	地理	0.9847468137741089	True
География	地勢・産業	0.8936073184013367	False
География	位置	0.8660308122634888	False
География	地理・気候	0.8570588827133179	False
География	地理と気候	0.8281987309455872	False
География	概要	0.7669054269790649	False
География	隣接州	0.7622018456459045	False
География	地勢	0.7126597166061401	False
География	流路	0.682655930519104	False
География	歴史	0.664360523223877	False
Награды	受賞歴	0.9892728924751282	False
Награды	主な受賞歴	0.9821155071258545	False
Награды	受賞	0.9776122570037842	True
Награды	栄典	0.9607832431793213	False
Награды	表彰	0.9577437043190002	False
Награды	賞	0.9498006701469421	False
Награды	主な受賞	0.9457016587257385	False
Награды	タイトル	0.934937596321106	False
Награды	勲章	0.9276944994926453	False
Награды	得点ランキング	0.9259341955184937	False
Сюжет	あらすじ	0.9929625391960144	True
Сюжет	ストーリー	0.992296040058136	False
Сюжет	内容	0.9629166126251221	False
Сюжет	物語	0.9169182181358337	False
Сюжет	プロット	0.884189784526825	False
Сюжет	概要	0.7970637083053589	False
Сюжет	製作	0.7138873934745789	False
Сюжет	登場人物	0.7076548933982849	False
Сюжет	キャスト	0.6533132791519165	False
Сюжет	シリーズ	0.6500095725059509	False
Экономика	人口統計	0.9797225594520569	False
Экономика	経済	0.9354642033576965	True
Экономика	人口の推移	0.8906501531600952	False
Экономика	行政区分	0.7194755673408508	False
Экономика	産業	0.6893190741539001	False
Экономика	高等教育機関	0.6727731823921204	False
Экономика	交通	0.6702039837837219	False
Экономика	主要都市	0.6530489325523376	False
Экономика	行政区画	0.6408270597457886	False
Экономика	自治体	0.6262865662574768	False
Достопримечательности	史跡	0.9805673956871033	False
Достопримечательности	名所	0.9696952700614929	False
Достопримечательности	観光地	0.9549711346626282	False
Достопримечательности	駅周辺	0.9318283796310425	False
Достопримечательности	名所・旧跡	0.9314587116241455	True
Достопримечательности	見どころ	0.9278438091278076	False
Достопримечательности	観光	0.9210994243621826	False
Достопримечательности	世界遺産	0.9207183718681335	False
Достопримечательности	文化施設	0.9116271734237671	False
Достопримечательности	観光スポット	0.9018380641937256	False
Карьера	クラブ経歴	0.9813342690467834	False
Карьера	所属クラブ	0.977848470211029	False
Карьера	来歴	0.9733104109764099	False
Карьера	経歴	0.9665661454200745	False
Карьера	主な戦績	0.9638074636459351	False
Карьера	主な出演作品	0.9627983570098877	False
Карьера	個人成績	0.9599423408508301	False
Карьера	プロフィール	0.9571640491485596	False
Карьера	キャリア	0.9565747976303101	False
Карьера	出演作品	0.9515655636787415	False
В ролях	キャスト	0.9883975386619568	False
В ролях	登場人物	0.9819789528846741	False
В ролях	製作	0.9602610468864441	False
В ролях	内容	0.9565392136573792	False
В ролях	出演者	0.9338690042495728	False
В ролях	概要	0.9221097826957703	False
В ролях	ストーリー	0.9217966198921204	False
В ролях	日本語吹替	0.91225665807724	False
В ролях	主な登場人物	0.9081014394760132	False
В ролях	出演	0.8845632672309875	False
Семья	家族	0.9791938662528992	False
Семья	子女	0.8840611577033997	False
Семья	妻子	0.8213882446289062	False
Семья	結婚	0.8202042579650879	False
Семья	結婚と子女	0.7798838019371033	False
Семья	個人	0.7744582295417786	False
Семья	系図	0.6739928126335144	False
Семья	結婚と子供	0.6241426467895508	False
Семья	后妃	0.6209613680839539	False
Семья	家系	0.6091956496238708	False
Демография	人口統計	0.9360122084617615	True
Демография	主要都市	0.8245052695274353	False
Демография	人口	0.7821662425994873	False
Демография	人口構成	0.7731263041496277	False
Демография	人口動静	0.7178760170936584	False
Демография	統計	0.7137977480888367	False
Демография	住民	0.6950952410697937	False
Демография	人口動態	0.6789816617965698	False
Демография	人口動勢	0.5993131399154663	False
Демография	行政区画	0.5283359289169312	False
Фильмография	主な出演作品	0.9902290105819702	False
Фильмография	出演作品	0.9866098761558533	False
Фильмография	作品	0.9862917065620422	False
Фильмография	フィルモグラフィー	0.9858975410461426	False
Фильмография	監督作品	0.9844580292701721	False
Фильмография	主な監督作品	0.983415961265564	False
Фильмография	主な作品	0.9809143543243408	False
Фильмография	キャリア	0.9749159812927246	False
Фильмография	フィルモグラフィ	0.9677556753158569	False
Фильмография	主な出演作	0.9551713466644287	False
Интересные факты	トリビア	0.9237846732139587	False
Интересные факты	公開	0.9229259490966797	False
Интересные факты	その他	0.9072966575622559	False
Интересные факты	エピソード	0.8361443281173706	False
Интересные факты	プレイスタイル	0.8076720833778381	False
Интересные факты	脚注	0.7878732681274414	False
Интересные факты	関連	0.7345370650291443	False
Интересные факты	キャスト	0.7247250080108643	False
Интересные факты	豆知識	0.7116072177886963	False
Интересные факты	スタッフ	0.6752147078514099	False
Дискография	ディスコグラフィ	0.9966109395027161	True
Дискография	ディスコグラフィー	0.9954916834831238	False
Дискография	アルバム	0.9674436450004578	False
Дискография	作品	0.9418785572052002	False
Дискография	音楽作品	0.931316614151001	False
Дискография	アルバム・ディスコグラフィ	0.8205447793006897	False
Дискография	参加ユニット	0.7689691781997681	False
Дискография	盤歴	0.7388868927955627	False
Дискография	受賞	0.7267035245895386	False
Дискография	シングル	0.7137498259544373	False
Состав	現所属メンバー	0.9583796262741089	False
Состав	メンバー	0.9334536194801331	False
Состав	シリーズ一覧	0.9322778582572937	False
Состав	参加国	0.9004757404327393	False
Состав	構成	0.8928989768028259	True
Состав	現所属選手	0.7516160607337952	False
Состав	分類	0.7456909418106079	False
Состав	組成	0.7388011813163757	False
Состав	元メンバー	0.704292356967926	False
Состав	地域	0.6830374002456665	False
Клубная карьера	クラブ経歴	0.9920823574066162	False
Клубная карьера	クラブ歴	0.9838696122169495	False
Клубная карьера	経歴	0.981130063533783	False
Клубная карьера	来歴	0.9780144691467285	False
Клубная карьера	選手経歴	0.9572669863700867	False
Клубная карьера	個人成績	0.9427262544631958	False
Клубная карьера	所属クラブ	0.9415468573570251	True
Клубная карьера	略歴	0.9398751258850098	False
Клубная карьера	概要	0.9168125987052917	False
Клубная карьера	クラブキャリア	0.8884326815605164	False
Инфраструктура	施設	0.9698877930641174	True
Инфраструктура	インフラストラクチャー	0.9205119609832764	False
Инфраструктура	交通	0.8559070229530334	False
Инфраструктура	ターミナル	0.8001223206520081	False
Инфраструктура	交通機関	0.7494432926177979	False
Инфраструктура	教育	0.5931417346000671	False
Инфраструктура	就航路線	0.5593705177307129	False
Инфраструктура	インフラ	0.5494135618209839	False
Инфраструктура	スポーツ	0.474683552980423	False
Инфраструктура	観光	0.46988990902900696	False
Сочинения	著作	0.8513633012771606	False
Сочинения	主要作品	0.8410581350326538	False
Сочинения	主な著作	0.8115509748458862	False
Сочинения	主な作品	0.8069823980331421	False
Сочинения	ディスコグラフィー	0.7696795463562012	False
Сочинения	主要作品一覧	0.6839074492454529	False
Сочинения	受賞歴	0.5804919004440308	False
Сочинения	作品	0.4912078380584717	True
Сочинения	作品リスト	0.4457872211933136	False
Сочинения	主要著作	0.405118465423584	False
Награды и премии	受賞	0.9901930093765259	False
Награды и премии	受賞歴	0.9878168702125549	True
Награды и премии	主な受賞歴	0.971595048904419	False
Награды и премии	評価	0.9415092468261719	False
Награды и премии	栄誉	0.8829073905944824	False
Награды и премии	受賞・ノミネート	0.8584648966789246	False
Награды и премии	賞歴	0.8447707891464233	False
Награды и премии	業績	0.7612633109092712	False
Награды и премии	栄典	0.7167514562606812	False
Награды и премии	公開	0.6656835079193115	False
Награды и номинации	受賞	0.9853225946426392	False
Награды и номинации	受賞歴	0.9839823842048645	False
Награды и номинации	主な受賞	0.9768518805503845	False
Награды и номинации	受賞・ノミネート	0.9729731678962708	False
Награды и номинации	受賞とノミネート	0.9612436294555664	True
Награды и номинации	評価	0.9610366225242615	False
Награды и номинации	主な受賞歴	0.9602143168449402	False
Награды и номинации	フィルモグラフィー	0.9562401175498962	False
Награды и номинации	映画賞受賞・ノミネーション	0.9339642524719238	False
Награды и номинации	主な出演作品	0.9320163130760193	False
Источник	脚注	0.9887280464172363	False
Источник	参考文献	0.9765684604644775	False
Источник	外部リンク	0.9719977378845215	False
Источник	関連項目	0.9442188143730164	False
Источник	出典	0.8487111330032349	True
Источник	画像	0.7773938179016113	False
Источник	文献	0.6855801343917847	False
Источник	あらすじ	0.5837681293487549	False
Источник	関連作品	0.49033498764038086	False
Источник	交通	0.4324207603931427	False
Климат	気候	0.9725908637046814	True
Климат	地理	0.7366123199462891	False
Климат	地理・気候	0.5852364301681519	False
Климат	人口	0.3767666816711426	False
Климат	人口統計	0.29630231857299805	False
Климат	地形	0.2532382905483246	False
Климат	関連項目	0.25109684467315674	False
Климат	主な都市	0.2436218559741974	False
Климат	主要な都市	0.23332321643829346	False
Климат	名称	0.23189929127693176	False
Предыстория	背景	0.9770092368125916	False
Предыстория	前史	0.8863258361816406	False
Предыстория	目的	0.8439197540283203	False
Предыстория	歴史的背景	0.8364119529724121	False
Предыстория	概要	0.8180249929428101	False
Предыстория	開戦までの経緯	0.8002452850341797	False
Предыстория	開戦まで	0.7745518088340759	False
Предыстория	前段階	0.7502087950706482	False
Предыстория	あらすじ	0.4758431315422058	False
Предыстория	経緯	0.45037660002708435	False
Расположение	地理	0.9222193956375122	False
Расположение	位置	0.9007900953292847	True
Расположение	隣の橋	0.7603305578231812	False
Расположение	概要	0.7302725911140442	False
Расположение	アクセス	0.5377543568611145	False
Расположение	交通アクセス	0.4928624629974365	False
Расположение	画像	0.2943108081817627	False
Расположение	環境	0.26696091890335083	False
Расположение	参照項目	0.25246548652648926	False
Расположение	交通機関	0.24661536514759064	False
Города-побратимы	姉妹都市	0.9986028075218201	True
Города-побратимы	友好都市	0.9948689937591553	False
Города-побратимы	姉妹都市・提携都市	0.993753969669342	False
Города-побратимы	友好姉妹都市	0.9814062118530273	False
Города-побратимы	姉妹都市・友好都市	0.9744045734405518	False
Города-побратимы	姉妹・友好都市	0.9170799255371094	False
Города-побратимы	国際交流	0.896033763885498	False
Города-побратимы	友好都市・姉妹都市	0.8735830783843994	False
Города-побратимы	出身者	0.8726367950439453	False
Города-побратимы	区政	0.8663047552108765	False
Медалисты	メダル獲得者	0.9846998453140259	False
Медалисты	メダル	0.9782469868659973	False
Медалисты	競技結果	0.976500391960144	False
Медалисты	メダリスト	0.9718908071517944	True
Медалисты	メダル獲得数一覧	0.9537830948829651	False
Медалисты	結果	0.9271425604820251	False
Медалисты	男子	0.9226091504096985	False
Медалисты	女子	0.9053108096122742	False
Медалисты	メダル受賞者	0.8946976065635681	False
Медалисты	試合結果	0.8620159029960632	False
Турнирная таблица	順位表	0.9924944639205933	True
Турнирная таблица	表彰	0.96562659740448	False
Турнирная таблица	順位	0.9629302024841309	False
Турнирная таблица	得点ランキング	0.961660623550415	False
Турнирная таблица	対戦表	0.9563688039779663	False
Турнирная таблица	結果	0.9339295029640198	False
Турнирная таблица	観客動員	0.9307158589363098	False
Турнирная таблица	プレーオフ	0.92945796251297	False
Турнирная таблица	概要	0.9264625310897827	False
Турнирная таблица	ピチーチ賞	0.9188093543052673	False
Этимология	語源	0.9729956388473511	False
Этимология	呼称	0.9342067837715149	False
Этимология	名前	0.9236513376235962	False
Этимология	地名の由来	0.9056274890899658	False
Этимология	名称	0.8633521795272827	False
Этимология	発見	0.8262376189231873	False
Этимология	州名の由来	0.7734548449516296	False
Этимология	人間との関わり	0.7673094868659973	False
Этимология	由来	0.6194624304771423	True
Этимология	地理	0.4115159511566162	False
Культура	文化・観光	0.9180358052253723	False
Культура	世界遺産	0.9140086770057678	False
Культура	文化	0.8807348012924194	True
Культура	主な都市	0.8222693800926208	False
Культура	ゆかりの人物	0.7065105438232422	False
Культура	芸術	0.7055476903915405	False
Культура	行政区	0.6971222758293152	False
Культура	主要都市	0.5632128119468689	False
Культура	地方行政区分	0.4651915729045868	False
Культура	観光	0.4376365542411804	False
