secFrom	langTo	prob	isTranslation
مراجع	Referencias	0.9942541718482971	True
مراجع	Enlaces externos	0.9867693185806274	False
مراجع	Bibliografía	0.9637017250061035	False
مراجع	Notas	0.9601197838783264	False
مراجع	Notas y referencias	0.9558608531951904	False
مراجع	Fuentes	0.914115846157074	False
مراجع	Fallecimientos	0.8947954773902893	False
مراجع	Bibliografía adicional	0.8711405396461487	False
مراجع	Evolución demográfica	0.8189525008201599	False
مراجع	Referencias y notas	0.7544772028923035	False
وصلات خارجية	Enlaces externos	0.9965658783912659	True
وصلات خارجية	Referencias	0.995905876159668	False
وصلات خارجية	Notas	0.9841430187225342	False
وصلات خارجية	Notas y referencias	0.978517472743988	False
وصلات خارجية	Bibliografía	0.9522997140884399	False
وصلات خارجية	Fuentes	0.9359081983566284	False
وصلات خارجية	Enlaces	0.9168589115142822	False
وصلات خارجية	Referencia	0.7207039594650269	False
وصلات خارجية	Referencias externas	0.6661373972892761	False
وصلات خارجية	Véase también	0.6177495718002319	False
المراجع	Referencias	0.9966532588005066	True
المراجع	Enlaces externos	0.9922479391098022	False
المراجع	Notas y referencias	0.9910297393798828	False
المراجع	Bibliografía	0.9901739358901978	False
المراجع	Fuentes	0.9789454340934753	False
المراجع	Notas	0.9565498232841492	False
المراجع	Bibliografía adicional	0.8424670696258545	False
المراجع	Véase también	0.7720701694488525	False
المراجع	Clasificación general	0.7414243817329407	False
المراجع	Referencia	0.6631317734718323	False
انظر أيضاً	Véase también	0.9608131647109985	False
انظر أيضاً	Véase	0.5715622305870056	False
انظر أيضاً	Nombres	0.4241664707660675	False
انظر أيضاً	Descripción	0.3969234228134155	False
انظر أيضاً	Morfología	0.38599565625190735	False
انظر أيضاً	Ejemplo	0.3658095896244049	False
انظر أيضاً	Referencias	0.2953968346118927	False
انظر أيضاً	Historia	0.2740538418292999	False
انظر أيضاً	Enlaces externos	0.2567674517631531	False
انظر أيضاً	Ver también	0.23532681167125702	True
روابط خارجية	Referencias	0.9940915703773499	False
روابط خارجية	Enlaces externos	0.9902198910713196	True
روابط خارجية	Fuentes	0.9727142453193665	False
روابط خارجية	Notas y referencias	0.9637199640274048	False
روابط خارجية	Enlaces	0.960303783416748	False
روابط خارجية	Notas	0.9225682616233826	False
روابط خارجية	Bibliografía	0.8944041132926941	False
روابط خارجية	Referencia	0.4908658564090729	False
روابط خارجية	Lista de referencias	0.22217504680156708	False
روابط خارجية	Curiosidades	0.1784520447254181	False
مصادر	Referencias	0.9947545528411865	False
مصادر	Enlaces externos	0.994118332862854	False
مصادر	Notas y referencias	0.9918197393417358	False
مصادر	Notas	0.9838683605194092	False
مصادر	Fuentes	0.9802268743515015	True
مصادر	Bibliografía	0.9794339537620544	False
مصادر	Véase también	0.5962989330291748	False
مصادر	Bibliografía adicional	0.5738683342933655	False
مصادر	Otras lecturas	0.48751306533813477	False
مصادر	Bibliografía complementaria	0.28841671347618103	False
وفيات	Fallecimientos	0.997186005115509	True
وفيات	Referencias	0.9566896557807922	False
وفيات	Notas	0.9172821044921875	False
وفيات	Enlaces externos	0.8697021007537842	False
وفيات	Nacimientos	0.737633466720581	False
وفيات	Acontecimientos	0.13585162162780762	False
وفيات	Véase también	0.1165531650185585	False
وفيات	Celebraciones	0.10110240429639816	False
وفيات	Arte y literatura	0.09177058935165405	False
وفيات	Videojuegos	0.07224667817354202	False
مواليد	Nacimientos	0.9833125472068787	True
مواليد	Fallecimientos	0.5367357134819031	False
مواليد	Acontecimientos	0.155677929520607	False
مواليد	Enlaces externos	0.12908315658569336	False
مواليد	Notas	0.08802762627601624	False
مواليد	Referencias	0.060993608087301254	False
مواليد	Música	0.05575766786932945	False
مواليد	Televisión	0.041686318814754486	False
مواليد	Véase también	0.040965061634778976	False
مواليد	Cine	0.037378840148448944	False
وفاته	Muerte	0.9910058975219727	False
وفاته	Fallecimiento	0.9837010502815247	True
وفاته	Exilio y muerte	0.8742659687995911	False
وفاته	Títulos	0.7276372909545898	False
وفاته	Enfermedad y muerte	0.5209325551986694	False
وفاته	Muerte y funeral	0.5084677338600159	False
وفاته	Muerte y sepultura	0.49080583453178406	False
وفاته	Vida personal	0.4829449951648712	False
وفاته	Descendencia	0.43960335850715637	False
وفاته	Referencias	0.28492939472198486	False
المسيرة الاحترافية	Trayectoria deportiva	0.9918505549430847	False
المسيرة الاحترافية	Clubes	0.9913662075996399	False
المسيرة الاحترافية	Equipos	0.991223931312561	False
المسيرة الاحترافية	Estadísticas en la NBA	0.9727497696876526	False
المسيرة الاحترافية	Carrera deportiva	0.9722319841384888	False
المسيرة الاحترافية	Trayectoria	0.9696562886238098	False
المسيرة الاحترافية	Carrera	0.969112753868103	False
المسيرة الاحترافية	Estadísticas de su carrera en la NBA	0.9685795903205872	False
المسيرة الاحترافية	Estadísticas NBA	0.9631359577178955	False
المسيرة الاحترافية	Palmarés	0.9371311068534851	False
حياته	Biografía	0.9842148423194885	False
حياته	Vida	0.9822758436203003	True
حياته	Vida temprana	0.9617531299591064	False
حياته	Primeros años	0.9509043097496033	False
حياته	Primeros años de vida	0.9167841672897339	False
حياته	Semblanza	0.8768529295921326	False
